awardid,code,text
1623968,7363,"
7363
RES IN NETWORKING TECH & SYS
"
1623968,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1617148,1045,"
1045
CAREER: FACULTY EARLY CAR DEV
"
1621858,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1610397,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1615154,1352,"
1352
GEOGRAPHY AND SPATIAL SCIENCES
"
1615154,9196,"
9196
NATURAL DISASTERS
"
1601475,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1601036,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1624067,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1607543,9178,"
9178
UNDERGRADUATE EDUCATION
"
1601242,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1601239,9150,"
9150
EXP PROG TO STIM COMP RES
"
1606177,9219,"
9219
POSTDOCTORAL FELLOWSHIPS IN MATH SCIENCE
"
1620912,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1613235,1045,"
1045
CAREER: FACULTY EARLY CAR DEV
"
1602841,9219,"
9219
POSTDOCTORAL FELLOWSHIPS IN MATH SCIENCE
"
1622726,8023,"
8023
I-Corps
"
1608773,BIOT,"
BIOT
BIOTECHNOLOGY
"
1620901,7969,"
7969
FY 2010 Funding for PTR
"
1626628,5413,"
5413
OCEANOGRAPHIC INSTRUMENTATION
"
1632170,7354,"
7354
COMPUTER SYSTEMS
"
1632170,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1604805,9219,"
9219
POSTDOCTORAL FELLOWSHIPS IN MATH SCIENCE
"
1623012,8023,"
8023
I-Corps
"
1606557,8283,"
8283
Exploiting Parallel&Scalabilty
"
1629385,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1638442,CVIS,"
CVIS
CIVIL INFRASTRUCTURE
"
1627409,1207,"
1207
OBSERVATIONAL ASTRONOMY
"
1623841,8023,"
8023
I-Corps
"
1601631,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1632366,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1612132,9178,"
9178
UNDERGRADUATE EDUCATION
"
1619983,1165,"
1165
ADVANCES IN BIO INFORMATICS
"
1619983,7275,"
7275
CROSS-EF ACTIVITIES
"
1619983,1269,"
1269
STATISTICS
"
1619983,8007,"
8007
BioMaPS
"
1601299,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1624035,8023,"
8023
I-Corps
"
1620049,9150,"
9150
EXP PROG TO STIM COMP RES
"
1604262,9219,"
9219
POSTDOCTORAL FELLOWSHIPS IN MATH SCIENCE
"
1600716,9179,"
9179
GRADUATE INVOLVEMENT
"
1612607,8023,"
8023
I-Corps
"
1602367,9278,"
9278
HUMAN DIMENSIONS OF GLOBAL CHANGE
"
1601333,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1619481,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1613325,1181,"
1181
ECOSYSTEM STUDIES
"
1613325,1181,"
1181
ECOSYSTEM STUDIES
"
1620947,8023,"
8023
I-Corps
"
1630490,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1630459,7914,"
7914
RAPID
"
1624049,8023,"
8023
I-Corps
"
1602493,9150,"
9150
EXP PROG TO STIM COMP RES
"
1629324,7298,"
7298
COLLABORATIVE RESEARCH
"
1629324,8018,"
8018
Smart and Connected Health
"
1600605,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1609696,7504,"
7504
NSF-INTERNAT COOP IN MATERIALS RES-OTHER
"
1606410,8037,"
8037
Advanced Manufacturing
"
1601269,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1627658,9150,"
9150
EXP PROG TO STIM COMP RES
"
1637765,8023,"
8023
I-Corps
"
1625295,9150,"
9150
EXP PROG TO STIM COMP RES
"
1613790,9150,"
9150
EXP PROG TO STIM COMP RES
"
1600085,8083,"
8083
Big Data Science &Engineering
"
1601095,9179,"
9179
GRADUATE INVOLVEMENT
"
1606539,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1637224,0636,"
0636

"
1620862,8225,"
8225
SaTC Special Projects
"
1619801,9102,"
9102
WOMEN, MINORITY, DISABLED, NEC
"
1600279,1268,"
1268
FOUNDATIONS
"
1625380,OTHR,"
OTHR
OTHER RESEARCH OR EDUCATION
"
1623688,7916,"
7916
EAGER
"
1613155,1712,"
1712
DMR SHORT TERM SUPPORT
"
1613155,8084,"
8084
CDS&E
"
1613155,085E,"
085E
POLYMER & COMPOSITES PROCESSES
"
1627850,5413,"
5413
OCEANOGRAPHIC INSTRUMENTATION
"
1602494,BIOT,"
BIOT
BIOTECHNOLOGY
"
1606253,9219,"
9219
POSTDOCTORAL FELLOWSHIPS IN MATH SCIENCE
"
1619577,1630,"
1630
Mechanics of Materials and Str
"
1619577,1712,"
1712
DMR SHORT TERM SUPPORT
"
1619577,1788,"
1788
NANOMANUFACTURING
"
1619577,7244,"
7244
COMPUTATIONAL PHYSICS
"
1619577,8084,"
8084
CDS&E
"
1624097,9150,"
9150
EXP PROG TO STIM COMP RES
"
1629809,7281,"
7281
QIS - Quantum Information Scie
"
1629809,7796,"
7796
ALGORITHMIC FOUNDATIONS
"
1629809,7928,"
7928
QUANTUM COMPUTING
"
1624030,8023,"
8023
I-Corps
"
1635174,8023,"
8023
I-Corps
"
1602802,9150,"
9150
EXP PROG TO STIM COMP RES
"
1600011,9251,"
9251
RES EXPER FOR UNDERGRAD-SUPPLT
"
1639406,9179,"
9179
GRADUATE INVOLVEMENT
"
1623787,9150,"
9150
EXP PROG TO STIM COMP RES
"
1632740,9150,"
9150
EXP PROG TO STIM COMP RES
"
1606255,9219,"
9219
POSTDOCTORAL FELLOWSHIPS IN MATH SCIENCE
"
1612399,9150,"
9150
EXP PROG TO STIM COMP RES
"
1623752,CVIS,"
CVIS
CIVIL INFRASTRUCTURE
"
1607899,1179,"
1179
Enviro Health & Safety of Nano
"
1607899,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1600353,8209,"
8209
Improv Undergrad STEM Ed(IUSE)
"
1602515,010E,"
010E
DISABILITY RES & HOMECARE TECH
"
1629659,9150,"
9150
EXP PROG TO STIM COMP RES
"
1606445,9219,"
9219
POSTDOCTORAL FELLOWSHIPS IN MATH SCIENCE
"
1621909,1045,"
1045
CAREER: FACULTY EARLY CAR DEV
"
1600688,1281,"
1281
ANALYSIS PROGRAM
"
1602010,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1629222,9179,"
9179
GRADUATE INVOLVEMENT
"
1610134,9150,"
9150
EXP PROG TO STIM COMP RES
"
1624046,8023,"
8023
I-Corps
"
1600896,1045,"
1045
CAREER: FACULTY EARLY CAR DEV
"
1602045,8019,"
8019
Accelerating Innovation Rsrch
"
1601509,9179,"
9179
GRADUATE INVOLVEMENT
"
1620313,AMPP,"
AMPP
ADVANCED MATERIALS & PROCESSING PROGRAM
"
1632236,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1606460,9219,"
9219
POSTDOCTORAL FELLOWSHIPS IN MATH SCIENCE
"
1600138,7916,"
7916
EAGER
"
1619600,7699,"
7699
ICER
"
1619978,1630,"
1630
Mechanics of Materials and Str
"
1619978,AMPP,"
AMPP
ADVANCED MATERIALS & PROCESSING PROGRAM
"
1623811,9102,"
9102
WOMEN, MINORITY, DISABLED, NEC
"
1606334,1264,"
1264
ALGEBRA,NUMBER THEORY,AND COM
"
1606334,1268,"
1268
FOUNDATIONS
"
1606334,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1620328,9251,"
9251
RES EXPER FOR UNDERGRAD-SUPPLT
"
1612113,9178,"
9178
UNDERGRADUATE EDUCATION
"
1601349,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1601296,9179,"
9179
GRADUATE INVOLVEMENT
"
1636743,9150,"
9150
EXP PROG TO STIM COMP RES
"
1619644,1333,"
1333
METHOD, MEASURE & STATS
"
1619644,1371,"
1371
POLITICAL SCIENCE
"
1623856,6883,"
6883
Chemistry of Life Processes
"
1623856,BIOT,"
BIOT
BIOTECHNOLOGY
"
1601280,9179,"
9179
GRADUATE INVOLVEMENT
"
1636435,1281,"
1281
ANALYSIS PROGRAM
"
1607816,1079,"
1079
ARCTIC RESEARCH
"
1611917,9178,"
9178
UNDERGRADUATE EDUCATION
"
1601251,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1623467,BIOT,"
BIOT
BIOTECHNOLOGY
"
1636445,OTHR,"
OTHR
OTHER RESEARCH OR EDUCATION
"
1602685,9150,"
9150
EXP PROG TO STIM COMP RES
"
1623464,9150,"
9150
EXP PROG TO STIM COMP RES
"
1638407,1668,"
1668
FED CYBER SERV: SCHLAR FOR SER
"
1606451,9219,"
9219
POSTDOCTORAL FELLOWSHIPS IN MATH SCIENCE
"
1606551,9150,"
9150
EXP PROG TO STIM COMP RES
"
1613081,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1624201,7931,"
7931
COMPUTATIONAL BIOLOGY
"
1623493,1467,"
1467
MATERIALS PROCESSING AND MANFG
"
1623493,1468,"
1468
Manufacturing Machines & Equip
"
1623493,8037,"
8037
Advanced Manufacturing
"
1623796,7633,"
7633
EFRI RESEARCH PROJECTS
"
1636738,7483,"
7483
PHYSICS OF THE UNIVERSE
"
1637075,1189,"
1189
MAJOR RESEARCH INSTRUMENTATION
"
1623243,AMPP,"
AMPP
ADVANCED MATERIALS & PROCESSING PROGRAM
"
1627399,9150,"
9150
EXP PROG TO STIM COMP RES
"
1600919,9178,"
9178
UNDERGRADUATE EDUCATION
"
1601016,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1623834,7941,"
7941
COMPUTER ARCHITECTURE
"
1619487,8248,"
8248
SusChEM
"
1601306,1264,"
1264
ALGEBRA,NUMBER THEORY,AND COM
"
1630180,8011,"
8011
Systems and Synthetic Biology
"
1610483,1773,"
1773
POLYMERS
"
1631983,8023,"
8023
I-Corps
"
1630044,1579,"
1579
HYDROLOGIC SCIENCES
"
1630044,7295,"
7295
GEOBIOLOGY & LOW TEMP GEOCHEM
"
1609076,1773,"
1773
POLYMERS
"
1637906,8023,"
8023
I-Corps
"
1632305,1635,"
1635
STRUCTURAL MATERIALS AND MECH
"
1632305,1639,"
1639
SENSORS AND SENSING SYSTEMS
"
1632305,8022,"
8022
Sustainable Infrastructure Materials
"
1634807,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1601885,1281,"
1281
ANALYSIS PROGRAM
"
1613682,7976,"
7976
EARS
"
1606379,9150,"
9150
EXP PROG TO STIM COMP RES
"
1619669,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1607475,8037,"
8037
Advanced Manufacturing
"
1622479,1391,"
1391
ARCHAEOLOGY
"
1601508,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1634237,7914,"
7914
RAPID
"
1601430,9179,"
9179
GRADUATE INVOLVEMENT
"
1601224,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1600376,9150,"
9150
EXP PROG TO STIM COMP RES
"
1620794,9102,"
9102
WOMEN, MINORITY, DISABLED, NEC
"
1624124,7795,"
7795
TRUSTWORTHY COMPUTING
"
1619690,7918,"
7918
CYBER-PHYSICAL SYSTEMS (CPS)
"
1619690,9150,"
9150
EXP PROG TO STIM COMP RES
"
1624479,9200,"
9200
US CHINA COOP IN BASIC SCIENCE
"
1625862,AMPP,"
AMPP
ADVANCED MATERIALS & PROCESSING PROGRAM
"
1600476,9229,"
9229
RES IN UNDERGRAD INST-RESEARCH
"
1620871,155E,"
155E
Electric power networks
"
1600177,8209,"
8209
Improv Undergrad STEM Ed(IUSE)
"
1623032,8023,"
8023
I-Corps
"
1612872,7924,"
7924
MEDIUM PROJECT
"
1601587,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1602298,1765,"
1765
CONDENSED MATTER & MAT THEORY
"
1602298,1443,"
1443
FLUID DYNAMICS
"
1602298,1415,"
1415
PARTICULATE &MULTIPHASE PROCES
"
1602298,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1632435,1281,"
1281
ANALYSIS PROGRAM
"
1608392,9179,"
9179
GRADUATE INVOLVEMENT
"
1636973,8023,"
8023
I-Corps
"
1601644,8019,"
8019
Accelerating Innovation Rsrch
"
1624474,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1626860,9150,"
9150
EXP PROG TO STIM COMP RES
"
1623445,1640,"
1640
INFORMATION TECHNOLOGY RESEARC
"
1623445,7603,"
7603
SCIENCE, TECH & SOCIETY
"
1623445,9102,"
9102
WOMEN, MINORITY, DISABLED, NEC
"
1633088,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1634216,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1600738,7970,"
7970
Combinatorics
"
1620055,8023,"
8023
I-Corps
"
1607786,8611,"
8611
Energy Efficiency and End Use
"
1613122,7914,"
7914
RAPID
"
1600904,1268,"
1268
FOUNDATIONS
"
1636993,8023,"
8023
I-Corps
"
1600390,7970,"
7970
Combinatorics
"
1619617,1263,"
1263
PROBABILITY
"
1619617,1265,"
1265
GEOMETRIC ANALYSIS
"
1619617,1267,"
1267
TOPOLOGY
"
1619617,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1619744,8023,"
8023
I-Corps
"
1602061,8019,"
8019
Accelerating Innovation Rsrch
"
1601967,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1623821,7935,"
7935
COMM & INFORMATION THEORY
"
1620896,8004,"
8004
Software Institutes
"
1620896,7361,"
7361
EDUCATION AND WORKFORCE
"
1620896,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1601385,8019,"
8019
Accelerating Innovation Rsrch
"
1622156,1144,"
1144
Molecular Biophysics
"
1622156,6883,"
6883
Chemistry of Life Processes
"
1622156,7246,"
7246
PHYSICS OF LIVING SYSTEMS
"
1622156,7246,"
7246
PHYSICS OF LIVING SYSTEMS
"
1609459,1773,"
1773
POLYMERS
"
1609459,8248,"
8248
SusChEM
"
1601216,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1623238,7298,"
7298
COLLABORATIVE RESEARCH
"
1601838,9179,"
9179
GRADUATE INVOLVEMENT
"
1631967,1593,"
1593
PRES AWDS FOR EXCELL IN SCI
"
1609379,8397,"
8397
Hydrogen Storage or Generation
"
1620035,8018,"
8018
Smart and Connected Health
"
1607411,9183,"
9183
GENERAL FOUNDATIONS OF BIOTECHNOLOGY
"
1619918,9150,"
9150
EXP PROG TO STIM COMP RES
"
1620600,1978,"
1978
PROJECTS
"
1632676,1340,"
1340
ENGINEERING EDUCATION
"
1601780,9179,"
9179
GRADUATE INVOLVEMENT
"
1632815,9150,"
9150
EXP PROG TO STIM COMP RES
"
1604263,9219,"
9219
POSTDOCTORAL FELLOWSHIPS IN MATH SCIENCE
"
1632985,9150,"
9150
EXP PROG TO STIM COMP RES
"
1624219,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1624141,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1624025,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1607124,9150,"
9150
EXP PROG TO STIM COMP RES
"
1607299,7367,"
7367
Cyber-Human Systems
"
1601119,9150,"
9150
EXP PROG TO STIM COMP RES
"
1632224,8023,"
8023
I-Corps
"
1638873,OTHR,"
OTHR
OTHER RESEARCH OR EDUCATION
"
1620884,8023,"
8023
I-Corps
"
1638429,8083,"
8083
Big Data Science &Engineering
"
1624215,1340,"
1340
ENGINEERING EDUCATION
"
1624328,8235,"
8235
CPS-Synergy
"
1607916,1340,"
1340
ENGINEERING EDUCATION
"
1603076,9179,"
9179
GRADUATE INVOLVEMENT
"
1612937,8023,"
8023
I-Corps
"
1601062,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1601520,9179,"
9179
GRADUATE INVOLVEMENT
"
1608241,1577,"
1577
GLOBAL CHANGE
"
1608241,1620,"
1620
MARINE GEOLOGY AND GEOPHYSICS
"
1608241,7914,"
7914
RAPID
"
1620023,9150,"
9150
EXP PROG TO STIM COMP RES
"
1608441,8037,"
8037
Advanced Manufacturing
"
1624026,8023,"
8023
I-Corps
"
1612387,9178,"
9178
UNDERGRADUATE EDUCATION
"
1622314,058E,"
058E
Newtonian fluids
"
1609339,1359,"
1359
RES EXP FOR TEACHERS(RET)-SITE
"
1600391,7970,"
7970
Combinatorics
"
1637642,9102,"
9102
WOMEN, MINORITY, DISABLED, NEC
"
1639339,086F,"
086F
ALMA-J CONSTRUCTION
"
1606759,8023,"
8023
I-Corps
"
1622473,7798,"
7798
SOFTWARE & HARDWARE FOUNDATION
"
1622473,9150,"
9150
EXP PROG TO STIM COMP RES
"
1619915,7916,"
7916
EAGER
"
1601477,9179,"
9179
GRADUATE INVOLVEMENT
"
1601279,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1609032,094E,"
094E
Optoelectronic devices
"
1632727,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1628491,OTHR,"
OTHR
OTHER RESEARCH OR EDUCATION
"
1639757,9150,"
9150
EXP PROG TO STIM COMP RES
"
1632742,1079,"
1079
ARCTIC RESEARCH
"
1608691,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1600823,7483,"
7483
PHYSICS OF THE UNIVERSE
"
1601830,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1619535,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1606967,1253,"
1253
OFFICE OF MULTIDISCIPLINARY AC
"
1606967,8069,"
8069
CDS&E-MSS
"
1606967,9263,"
9263
COMPUTATIONAL SCIENCE & ENGING
"
1619880,1572,"
1572
TECTONICS
"
1624211,8398,"
8398
Hydrocarbon Conversion
"
1600525,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1601389,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1602989,1536,"
1536
S-STEM:SCHLR SCI TECH ENG&MATH
"
1602989,9178,"
9178
UNDERGRADUATE EDUCATION
"
1636548,8076,"
8076
GeoPRISMS
"
1636548,1573,"
1573
PETROLOGY AND GEOCHEMISTRY
"
1636548,1572,"
1572
TECTONICS
"
1636548,7458,"
7458
GEOMORPHOLOGY & LAND USE DYNAM
"
1636548,1574,"
1574
GEOPHYSICS
"
1636548,7571,"
7571
DEEP EARTH PROCESSES SECTION
"
1636548,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1600024,1281,"
1281
ANALYSIS PROGRAM
"
1626668,9179,"
9179
GRADUATE INVOLVEMENT
"
1611860,9178,"
9178
UNDERGRADUATE EDUCATION
"
1619642,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1637252,9150,"
9150
EXP PROG TO STIM COMP RES
"
1605825,9219,"
9219
POSTDOCTORAL FELLOWSHIPS IN MATH SCIENCE
"
1601292,9150,"
9150
EXP PROG TO STIM COMP RES
"
1607405,9150,"
9150
EXP PROG TO STIM COMP RES
"
1632786,9150,"
9150
EXP PROG TO STIM COMP RES
"
1630360,7916,"
7916
EAGER
"
1636697,1114,"
1114
Cellular Dynamics and Function
"
1636697,9183,"
9183
GENERAL FOUNDATIONS OF BIOTECHNOLOGY
"
1632754,7916,"
7916
EAGER
"
1600971,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1630000,9150,"
9150
EXP PROG TO STIM COMP RES
"
1636995,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1619990,8023,"
8023
I-Corps
"
1631655,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1601028,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1623038,1517,"
1517
ELECT, PHOTONICS, & MAG DEVICE
"
1623038,7916,"
7916
EAGER
"
1613386,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1624623,7914,"
7914
RAPID
"
1623459,7923,"
7923
SMALL PROJECT
"
1601386,9179,"
9179
GRADUATE INVOLVEMENT
"
1620841,7495,"
7495
ROBUST INTELLIGENCE
"
1620841,1640,"
1640
INFORMATION TECHNOLOGY RESEARC
"
1636142,8023,"
8023
I-Corps
"
1610433,1640,"
1640
INFORMATION TECHNOLOGY RESEARC
"
1610433,7564,"
7564
COMMS, CIRCUITS & SENS SYS
"
1601397,9150,"
9150
EXP PROG TO STIM COMP RES
"
1632221,6880,"
6880
Chemical Measurement & Imaging
"
1608473,1267,"
1267
TOPOLOGY
"
1608473,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1623979,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1601077,9179,"
9179
GRADUATE INVOLVEMENT
"
1630728,7798,"
7798
SOFTWARE & HARDWARE FOUNDATION
"
1630728,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1610612,017F,"
017F
EARTHSCOPE-SCIENCE UTILIZATION
"
1620329,9150,"
9150
EXP PROG TO STIM COMP RES
"
1639824,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1632847,7568,"
7568
ADVANCE-PAID
"
1603336,1269,"
1269
STATISTICS
"
1603336,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1614317,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1634219,9179,"
9179
GRADUATE INVOLVEMENT
"
1622389,1440,"
1440
ENVIRONMENTAL ENGINEERING
"
1622389,1524,"
1524
ATMOSPHERIC CHEMISTRY
"
1622389,7916,"
7916
EAGER
"
1600790,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1601205,9150,"
9150
EXP PROG TO STIM COMP RES
"
1603075,9179,"
9179
GRADUATE INVOLVEMENT
"
1606567,8400,"
8400
DMREF
"
1601075,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1601515,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1637040,8023,"
8023
I-Corps
"
1625789,1391,"
1391
ARCHAEOLOGY
"
1600542,8209,"
8209
Improv Undergrad STEM Ed(IUSE)
"
1631196,8023,"
8023
I-Corps
"
1632826,7931,"
7931
COMPUTATIONAL BIOLOGY
"
1601545,9179,"
9179
GRADUATE INVOLVEMENT
"
1624108,1260,"
1260
INFRASTRUCTURE PROGRAM
"
1624108,7242,"
7242
ECOLOGY OF INFECTIOUS DISEASES
"
1624108,7298,"
7298
COLLABORATIVE RESEARCH
"
1624108,7393,"
7393
SENEGAL
"
1623823,8023,"
8023
I-Corps
"
1601580,9179,"
9179
GRADUATE INVOLVEMENT
"
1623838,8084,"
8084
CDS&E
"
1613061,9150,"
9150
EXP PROG TO STIM COMP RES
"
1624775,8023,"
8023
I-Corps
"
1607793,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1628295,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1614249,9150,"
9150
EXP PROG TO STIM COMP RES
"
1601323,9179,"
9179
GRADUATE INVOLVEMENT
"
1601526,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1601219,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1636489,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1601645,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1631421,7626,"
7626
SCIENCE OF SCIENCE POLICY
"
1600808,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1636691,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1606418,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1613336,9178,"
9178
UNDERGRADUATE EDUCATION
"
1606421,9219,"
9219
POSTDOCTORAL FELLOWSHIPS IN MATH SCIENCE
"
1601524,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1619743,AMPP,"
AMPP
ADVANCED MATERIALS & PROCESSING PROGRAM
"
1637013,1415,"
1415
PARTICULATE &MULTIPHASE PROCES
"
1603808,9179,"
9179
GRADUATE INVOLVEMENT
"
1603483,8225,"
8225
SaTC Special Projects
"
1606196,7364,"
7364
INFO INTEGRATION & INFORMATICS
"
1606196,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1603983,1264,"
1264
ALGEBRA,NUMBER THEORY,AND COM
"
1603983,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1624313,AMPP,"
AMPP
ADVANCED MATERIALS & PROCESSING PROGRAM
"
1634025,OTHR,"
OTHR
OTHER RESEARCH OR EDUCATION
"
1622770,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1622360,7453,"
7453
GRAPHICS & VISUALIZATION
"
1600323,7567,"
7567
SOC STUDIES OF SCI, ENG & TECH
"
1638694,040F,"
040F
NEON - CONSTRUCTION
"
1622585,AMPP,"
AMPP
ADVANCED MATERIALS & PROCESSING PROGRAM
"
1602135,8019,"
8019
Accelerating Innovation Rsrch
"
1632974,7914,"
7914
RAPID
"
1601353,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1601106,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1631072,1340,"
1340
ENGINEERING EDUCATION
"
1602172,7976,"
7976
EARS
"
1624433,5413,"
5413
OCEANOGRAPHIC INSTRUMENTATION
"
1606354,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1627179,9102,"
9102
WOMEN, MINORITY, DISABLED, NEC
"
1600483,7970,"
7970
Combinatorics
"
1601004,9251,"
9251
RES EXPER FOR UNDERGRAD-SUPPLT
"
1620860,8990,"
8990
Optics and Photonics
"
1619798,8060,"
8060
SEES Unsolicited
"
1611835,1265,"
1265
GEOMETRIC ANALYSIS
"
1623555,1311,"
1311
LINGUISTICS
"
1623555,1321,"
1321
DECISION RISK & MANAGEMENT SCI
"
1623555,1332,"
1332
SOCIAL PSYCHOLOGY
"
1623555,1390,"
1390
CULTURAL ANTHROPOLOGY
"
1623555,1698,"
1698
DEVELOP& LEARNING SCIENCES/CRI
"
1623555,1699,"
1699
COGNEURO
"
1623555,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1602032,8019,"
8019
Accelerating Innovation Rsrch
"
1600017,9150,"
9150
EXP PROG TO STIM COMP RES
"
1616970,1391,"
1391
ARCHAEOLOGY
"
1600371,9251,"
9251
RES EXPER FOR UNDERGRAD-SUPPLT
"
1621116,1631,"
1631
CIVIL INFRASTRUCTURE SYSTEMS
"
1621116,1045,"
1045
CAREER: FACULTY EARLY CAR DEV
"
1606455,9219,"
9219
POSTDOCTORAL FELLOWSHIPS IN MATH SCIENCE
"
1623875,8023,"
8023
I-Corps
"
1601895,8019,"
8019
Accelerating Innovation Rsrch
"
1613067,7916,"
7916
EAGER
"
1622628,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1632246,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1602697,9179,"
9179
GRADUATE INVOLVEMENT
"
1600727,9179,"
9179
GRADUATE INVOLVEMENT
"
1600945,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1612429,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1624216,8650,"
8650
Sustainable Chemistry
"
1606487,9219,"
9219
POSTDOCTORAL FELLOWSHIPS IN MATH SCIENCE
"
1620476,1181,"
1181
ECOSYSTEM STUDIES
"
1620476,7275,"
7275
CROSS-EF ACTIVITIES
"
1620476,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1606360,9179,"
9179
GRADUATE INVOLVEMENT
"
1632602,9102,"
9102
WOMEN, MINORITY, DISABLED, NEC
"
1637193,8023,"
8023
I-Corps
"
1608238,7237,"
7237
NANO NON-SOLIC SCI & ENG AWD
"
